ID,RATING,NOAA,AR_START,X,Y,AR_END,SIG_START,SIG_END,TBEST,ORIENTATION,HEMISPHERE,SIZE,ASPECT,EUV_FIL,HALPHA_FIL,SUNSPOTS,FLUX_EMERGE,FLUX_CANCEL,FLUX_PEAK,FLARE,CME,CME_LINKS,FIL_ERUPT,TRANSIENT_CORONAL_HOLE,FLARE_RIBBONS,POST_FLARE_LOOPS,NEARBY_CORONAL_HOLE,NEARBY_AR,XRT_FRAMES,COMMENTS
100,0,12406,2015-08-25T15:43:00.000,31,136,2015-09-07T18:05:00.000,2015-09-01T18:04:00.000,2015-09-02T18:06:00.000,2015-09-01T18:04:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12414,2015-09-08T18:28:00.000,477,-271,2015-09-14T05:53:00.000,2015-09-12T06:04:00.000,2015-09-14T05:53:00.000,2015-09-12T18:04:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12415,2015-09-11T05:44:00.000,411,-436,2015-09-23T06:03:00.000,2015-09-18T06:04:00.000,2015-09-19T18:23:00.000,2015-09-19T05:34:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12427,2015-09-27T06:29:00.000,215,174,2015-10-08T06:29:00.000,2015-10-02T17:59:00.000,2015-10-04T06:04:00.000,2015-10-02T17:59:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12431,2015-10-11T05:34:00.000,157,-390,2015-10-21T19:26:00.000,2015-10-14T05:43:00.000,2015-10-17T05:52:00.000,2015-10-17T05:52:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12434,2015-10-13T06:11:00.000,496,-252,2015-10-24T18:48:00.000,2015-10-18T06:03:00.000,2015-10-22T18:59:00.000,2015-10-21T19:26:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12436,2015-10-17T05:52:00.000,269,70,2015-10-29T18:10:00.000,2015-10-21T19:20:00.000,2015-10-24T18:48:00.000,2015-10-24T18:48:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12437,2015-10-18T06:03:00.000,-428,-467,2015-10-30T18:14:00.000,2015-10-20T19:08:00.000,2015-10-23T19:00:00.000,2015-10-21T19:26:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12441,2015-10-28T13:43:00.000,-36,152,2015-11-08T05:51:00.000,2015-10-29T18:10:00.000,2015-10-31T10:24:00.000,2015-10-31T10:24:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12443,2015-10-30T10:24:00.000,201,34,2015-11-10T18:13:00.000,2015-11-04T17:58:00.000,2015-11-06T18:03:00.000,2015-11-05T05:42:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12448,2015-11-04T17:58:00.000,-288,34,2015-11-15T06:09:00.000,2015-11-08T05:51:00.000,2015-11-14T18:04:00.000,2015-11-09T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12450,2015-11-06T06:33:00.000,-177,-286,2015-11-18T13:03:00.000,2015-11-09T06:03:00.000,2015-11-12T18:03:00.000,2015-11-11T18:02:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12456,2015-11-13T18:22:00.000,247,85,2015-11-24T18:21:00.000,2015-11-18T13:03:00.000,2015-11-21T06:27:00.000,2015-11-20T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2015-11-13T18:22:00.000,-353,-453,2015-11-25T18:03:00.000,2015-11-18T13:03:00.000,2015-11-21T06:27:00.000,2015-11-18T13:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12457,2015-11-20T06:03:00.000,-19,172,2015-11-30T17:52:00.000,2015-11-24T18:21:00.000,2015-11-27T17:43:00.000,2015-11-25T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12458,2015-11-22T06:00:00.000,-186,128,2015-12-04T06:04:00.000,2015-11-25T17:57:00.000,2015-11-30T17:52:00.000,2015-11-27T17:43:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2015-12-02T05:58:00.000,-380,87,2015-12-13T18:11:00.000,2015-12-04T18:03:00.000,2015-12-06T06:06:00.000,2015-12-05T17:33:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12465,2015-12-10T06:17:00.000,225,-92,2015-12-19T05:39:00.000,2015-12-10T06:17:00.000,2015-12-14T18:00:00.000,2015-12-13T18:11:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12468,2015-12-10T06:17:00.000,51,-203,2015-12-22T17:50:00.000,2015-12-14T18:00:00.000,2015-12-17T06:05:00.000,2015-12-16T06:34:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2015-12-17T06:05:00.000,-293,336,2015-12-26T18:01:00.000,2015-12-21T18:03:00.000,2015-12-24T18:10:00.000,2015-12-21T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12473,2015-12-21T18:03:00.000,-228,-327,2016-01-02T17:49:00.000,2015-12-24T18:10:00.000,2015-12-26T18:01:00.000,2015-12-26T18:01:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12476,2015-12-31T18:04:00.000,157,-97,2016-01-11T18:03:00.000,2016-01-04T06:23:00.000,2016-01-07T18:18:00.000,2016-01-07T06:32:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12477,2016-01-01T18:03:00.000,167,254,2016-01-14T06:03:00.000,2016-01-06T18:00:00.000,2016-01-10T18:26:00.000,2016-01-08T18:04:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12482,2016-01-02T05:47:00.000,196,-46,2016-01-14T16:28:00.000,2016-01-08T06:03:00.000,2016-01-10T05:38:00.000,2016-01-09T06:06:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12480,2016-01-06T06:03:00.000,-470,114,2016-01-20T18:06:00.000,2016-01-09T06:06:00.000,2016-01-10T18:26:00.000,2016-01-10T05:38:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12487,2016-01-20T18:06:00.000,-97,-131,2016-01-29T18:16:00.000,2016-01-22T05:56:00.000,2016-01-23T18:00:00.000,2016-01-23T06:13:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12494,2016-02-03T06:11:00.000,223,-97,2016-02-12T05:34:00.000,2016-02-05T18:03:00.000,2016-02-07T05:52:00.000,2016-02-06T18:06:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12491,2016-01-31T06:03:00.000,116,133,2016-02-12T18:23:00.000,2016-02-05T06:03:00.000,2016-02-07T05:52:00.000,2016-02-06T18:06:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12492,2016-02-01T18:24:00.000,-319,317,2016-02-14T06:10:00.000,2016-02-04T05:44:00.000,2016-02-06T18:06:00.000,2016-02-06T06:20:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12502,2016-02-11T06:04:00.000,56,247,2016-02-23T05:32:00.000,2016-02-13T06:08:00.000,2016-02-19T18:10:00.000,2016-02-17T06:19:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12505,2016-02-18T18:43:00.000,549,225,2016-02-24T18:03:00.000,2016-02-21T06:00:00.000,2016-02-22T18:03:00.000,2016-02-21T06:00:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12509,2016-02-25T06:09:00.000,436,252,2016-03-08T05:39:00.000,2016-03-03T05:58:00.000,2016-03-05T06:35:00.000,2016-03-04T06:04:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-03-17T18:03:00.000,467,332,2016-03-29T06:04:00.000,2016-03-23T19:14:00.000,2016-03-26T06:04:00.000,2016-03-25T17:57:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-03-27T06:31:00.000,-264,133,2016-04-07T18:16:00.000,2016-03-30T18:26:00.000,2016-04-01T06:12:00.000,2016-03-31T18:04:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12528,2016-03-29T06:04:00.000,-370,179,2016-04-06T17:03:00.000,2016-03-31T18:04:00.000,2016-04-03T06:04:00.000,2016-04-02T05:45:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12546,2016-05-14T17:59:00.000,271,-90,2016-05-26T18:05:00.000,2016-05-20T18:05:00.000,2016-05-21T18:08:00.000,2016-05-21T18:08:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-05-21T18:08:00.000,-157,92,2016-06-02T07:50:00.000,2016-05-25T06:07:00.000,2016-05-26T18:05:00.000,2016-05-26T18:05:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12549,2016-05-26T06:15:00.000,407,-230,2016-06-05T06:01:00.000,2016-05-30T05:49:00.000,2016-06-04T06:42:00.000,2016-06-01T06:48:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12553,2016-06-10T18:31:00.000,242,-220,2016-06-22T18:04:00.000,2016-06-15T18:12:00.000,2016-06-18T18:21:00.000,2016-06-17T18:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-06-12T06:28:00.000,2,177,2016-06-24T06:05:00.000,2016-06-15T18:12:00.000,2016-06-19T17:57:00.000,2016-06-18T04:09:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-06-15T18:12:00.000,-230,165,2016-06-26T06:34:00.000,2016-06-17T18:03:00.000,2016-06-23T06:25:00.000,2016-06-19T17:57:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-06-15T18:12:00.000,-106,63,2016-06-26T18:10:00.000,2016-06-20T18:10:00.000,2016-06-21T05:40:00.000,2016-06-20T18:10:00.000,I,N ,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-06-24T06:05:00.000,-455,162,2016-07-06T18:04:00.000,2016-06-27T17:47:00.000,2016-06-30T06:04:00.000,2016-06-28T06:06:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12559,2016-06-27T05:57:00.000,-174,179,2016-07-09T17:58:00.000,2016-06-30T06:04:00.000,2016-07-03T05:58:00.000,2016-07-02T06:45:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12560,2016-07-06T18:04:00.000,-363,-194,2016-07-16T05:44:00.000,2016-07-07T06:31:00.000,2016-07-10T18:16:00.000,2016-07-08T17:45:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12563,2016-07-07T06:31:00.000,73,303,2016-07-19T17:43:00.000,2016-07-11T17:53:00.000,2016-07-13T18:25:00.000,2016-07-13T18:25:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-07-28T04:05:00.000,-254,123,2016-08-05T06:05:00.000,2016-07-29T03:50:00.000,2016-08-02T17:53:00.000,2016-07-29T03:50:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12571,2016-08-02T05:58:00.000,455,106,2016-08-12T18:10:00.000,2016-08-07T18:28:00.000,2016-08-09T06:16:00.000,2016-08-08T18:04:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-08-05T06:05:00.000,2,56,2016-08-14T06:04:00.000,2016-08-08T05:59:00.000,2016-08-14T06:04:00.000,2016-08-09T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12576,2016-08-08T18:04:00.000,-487,-385,2016-08-21T05:45:00.000,2016-08-11T18:06:00.000,2016-08-18T04:04:00.000,2016-08-12T18:10:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12579,2016-08-22T06:04:00.000,87,77,2016-08-30T11:16:00.000,2016-08-23T06:21:00.000,2016-08-26T18:16:00.000,2016-08-24T17:55:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12578,2016-08-14T18:38:00.000,-97,10,2016-08-26T05:27:00.000,2016-08-19T23:04:00.000,2016-08-20T04:34:00.000,2016-08-20T04:34:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,12581,2016-08-24T17:55:00.000,27,77,2016-09-03T06:19:00.000,2016-08-28T06:03:00.000,2016-08-28T18:05:00.000,2016-08-28T18:05:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12592,2016-09-15T05:49:00.000,-322,162,2016-09-25T06:14:00.000,2016-09-18T07:03:00.000,2016-09-22T17:03:00.000,2016-09-19T18:01:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12593,2016-09-18T07:03:00.000,-129,0,2016-09-24T18:03:00.000,2016-09-19T06:03:00.000,2016-09-20T06:33:00.000,2016-09-19T06:03:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,12599,2016-10-03T18:05:00.000,-6,-336,2016-10-15T18:22:00.000,2016-10-07T05:43:00.000,2016-10-12T07:03:00.000,2016-10-09T18:05:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12600,2016-10-06T06:11:00.000,125,119,2016-10-15T06:06:00.000,2016-10-13T08:48:00.000,2016-10-15T08:13:00.000,2016-10-13T08:48:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12602,2016-10-11T18:10:00.000,-599,22,2016-10-22T18:07:00.000,2016-10-14T17:58:00.000,2016-10-16T06:06:00.000,2016-10-14T17:58:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-10-15T08:13:00.000,-221,-363,2016-10-27T06:04:00.000,2016-10-19T18:03:00.000,2016-10-22T06:03:00.000,2016-10-20T06:17:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12604,2016-10-25T18:01:00.000,292,22,2016-11-03T06:22:00.000,2016-10-27T18:08:00.000,2016-10-30T05:58:00.000,2016-10-29T05:38:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12605,2016-10-28T06:06:00.000,432,189,2016-11-06T06:31:00.000,2016-11-04T17:56:00.000,2016-11-05T17:59:00.000,2016-11-05T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-11-11T17:59:00.000,-277,143,2016-11-23T17:43:00.000,2016-11-15T05:53:00.000,2016-11-18T18:02:00.000,2016-11-16T16:33:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12611,2016-11-16T06:03:00.000,-355,12,2016-11-27T06:03:00.000,2016-11-18T18:02:00.000,2016-11-23T05:41:00.000,2016-11-20T18:22:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12614,2016-11-30T18:01:00.000,-62,75,2016-12-07T17:48:00.000,2016-11-30T18:01:00.000,2016-12-02T18:03:00.000,2016-12-01T06:33:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2016-12-30T18:03:00.000,149,283,2017-01-11T20:27:00.000,2017-01-04T17:59:00.000,2017-01-06T18:19:00.000,2017-01-06T06:33:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12625,2017-01-13T06:03:00.000,-514,94,2017-01-24T04:01:00.000,2017-01-15T05:54:00.000,2017-01-17T18:16:00.000,2017-01-16T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12627,2017-01-19T18:32:00.000,-93,167,2017-01-29T05:59:00.000,2017-01-20T18:24:00.000,2017-01-25T06:19:00.000,2017-01-22T17:58:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12628,2017-01-18T17:53:00.000,-84,257,2017-01-29T05:59:00.000,2017-01-23T05:43:00.000,2017-01-28T06:27:00.000,2017-01-24T06:06:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12630,2017-01-24T18:04:00.000,280,324,2017-02-06T05:52:00.000,2017-02-01T18:03:00.000,2017-02-03T05:40:00.000,2017-02-01T18:03:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12634,2017-02-05T06:16:00.000,171,167,2017-02-17T05:45:00.000,2017-02-09T05:56:00.000,2017-02-13T06:09:00.000,2017-02-12T06:04:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12637,2017-02-19T02:57:00.000,-454,0,2017-03-03T05:50:00.000,2017-02-22T20:55:00.000,2017-02-27T06:10:00.000,2017-02-22T20:55:00.000,S,E,,,,,,,,,,,,,,,,,,,
100,0,12641,2017-02-25T19:23:00.000,-16,358,2017-03-09T05:33:00.000,2017-02-28T19:03:00.000,2017-03-05T06:26:00.000,2017-03-03T05:50:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,N/A,2017-03-01T19:08:00.000,70,206,2017-03-12T05:59:00.000,2017-03-06T05:58:00.000,2017-03-09T05:33:00.000,2017-03-08T05:23:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12643,2017-03-21T06:04:00.000,93,247,2017-04-02T05:32:00.000,2017-03-23T19:18:00.000,2017-03-29T06:03:00.000,2017-03-27T18:06:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12644,2017-03-23T06:10:00.000,-251,315,2017-04-04T06:09:00.000,2017-03-26T18:03:00.000,2017-04-01T06:03:00.000,2017-03-28T05:52:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12650,2017-04-09T18:07:00.000,1,223,2017-04-20T19:09:00.000,2017-04-13T19:13:00.000,2017-04-18T06:13:00.000,2017-04-15T06:05:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12652,2017-04-19T05:46:00.000,364,283,2017-04-30T17:43:00.000,2017-04-22T05:53:00.000,2017-04-28T06:08:00.000,2017-04-26T18:04:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12653,2017-04-21T06:21:00.000,-180,-114,2017-05-04T06:03:00.000,2017-04-26T18:04:00.000,2017-04-30T17:43:00.000,2017-04-27T05:34:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12654,2017-04-26T18:04:00.000,451,240,2017-05-09T05:28:00.000,2017-05-03T17:50:00.000,2017-05-05T12:27:00.000,2017-05-05T06:28:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12655,2017-05-01T18:07:00.000,202,276,2017-05-13T18:03:00.000,2017-05-07T06:03:00.000,2017-05-11T05:39:00.000,2017-05-08T17:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12656,2017-05-17T17:09:00.000,277,203,2017-05-27T18:06:00.000,2017-05-22T03:50:00.000,2017-05-25T05:43:00.000,2017-05-23T06:09:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12659,2017-05-21T06:11:00.000,345,252,2017-05-29T18:10:00.000,2017-05-24T17:59:00.000,2017-05-27T06:29:00.000,2017-05-25T05:43:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2017-05-18T18:04:00.000,219,-150,2017-05-30T18:13:00.000,2017-05-21T19:28:00.000,2017-05-27T06:29:00.000,2017-05-25T18:33:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12661,2017-06-01T06:10:00.000,340,133,2017-06-13T06:37:00.000,2017-06-07T18:03:00.000,2017-06-09T06:54:00.000,2017-06-08T17:40:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12663,2017-06-14T17:48:00.000,655,198,2017-06-22T05:53:00.000,2017-06-17T18:03:00.000,2017-06-19T17:28:00.000,2017-06-19T05:45:00.000,S,N,,,,,,,,,,,,,,,,,,,
100,0,12665,2017-07-05T18:11:00.000,-149,-177,2017-07-19T18:16:00.000,2017-07-07T06:07:00.000,2017-07-15T06:03:00.000,2017-07-11T05:38:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12668,2017-07-19T18:16:00.000,-42,-36,2017-07-29T18:08:00.000,2017-07-20T17:55:00.000,2017-07-24T17:58:00.000,2017-07-23T18:03:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,NA,2017-07-24T06:16:00.000,580,-41,2017-08-05T04:03:00.000,2017-07-29T18:08:00.000,2017-08-03T18:03:00.000,2017-08-01T18:03:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12671,2017-08-14T06:03:00.000,-132,70,2017-08-26T06:03:00.000,2017-08-17T06:09:00.000,2017-08-22T17:53:00.000,2017-08-20T06:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,NA,2017-09-16T17:06:00.000,-248,31,2017-09-28T06:03:00.000,2017-09-20T18:03:00.000,2017-09-25T06:00:00.000,2017-09-21T05:32:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12681,2017-09-20T18:03:00.000,52,-327,2017-10-02T06:32:00.000,2017-09-26T18:03:00.000,2017-09-28T06:03:00.000,2017-09-26T18:03:00.000,S,S,,,,,,,,,,,,,,,,,,,
100,0,12682,2017-09-24T13:03:00.000,246,-248,2017-10-06T18:03:00.000,2017-09-26T18:03:00.000,2017-10-04T18:06:00.000,2017-10-01T18:00:00.000,I,S,,,,,,,,,,,,,,,,,,,
100,0,12683,2017-09-25T18:07:00.000,323,143,2017-10-08T05:44:00.000,2017-09-29T06:24:00.000,2017-10-08T05:44:00.000,2017-10-03T18:03:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12686,2017-10-23T04:03:00.000,-6,186,2017-11-04T06:20:00.000,2017-10-26T18:00:00.000,2017-10-29T06:05:00.000,2017-10-29T06:05:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12689,2017-11-22T18:03:00.000,434,182,2017-12-01T17:56:00.000,2017-11-25T05:56:00.000,2017-11-29T06:20:00.000,2017-11-27T17:46:00.000,I,N,,,,,,,,,,,,,,,,,,,
100,0,12692,2017-12-18T18:06:00.000,-28,310,2017-12-30T05:32:00.000,2017-12-21T06:12:00.000,2017-12-25T17:54:00.000,2017-12-24T06:20:00.000,S,N,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,180,180,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,159,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,44,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,159,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,44,,,,,,,,,,,,,,,,,,,
